0:  bodyHeight（r）=10,fuzeflat=0,headflat=2,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
375:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=5----(计算line)
376:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=7----(计算line)
377:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=9----(计算line)
378:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
379:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
380:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
381:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
382:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
383:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
384:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
385:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
386:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
387:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
388:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
389:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
390:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
391:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
392:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
393:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
394:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
395:  bodyHeight（r）=10,fuzeflat=2,headflat=4,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
396:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
397:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=7----(计算line)
398:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=9----(计算line)
399:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=5----(计算line)
400:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=7----(计算line)
401:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=9----(计算line)
402:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=5----(计算line)
403:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=7----(计算line)
404:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=9----(计算line)
405:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=5----(计算line)
406:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=7----(计算line)
407:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=9----(计算line)
408:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=5----(计算line)
409:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=7----(计算line)
410:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=9----(计算line)
411:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=5----(计算line)
412:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=7----(计算line)
413:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=9----(计算line)
414:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
415:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
416:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
417:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
418:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
419:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
420:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
421:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
422:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
423:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
424:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
425:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
426:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
427:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
428:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
429:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
430:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
431:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
432:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=5----(计算line)
433:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=7----(计算line)
434:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=9----(计算line)
435:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=5----(计算line)
436:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=7----(计算line)
437:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=9----(计算line)
438:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=5----(计算line)
439:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=7----(计算line)
440:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=9----(计算line)
441:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=5----(计算line)
442:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=7----(计算line)
443:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=9----(计算line)
444:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
445:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
446:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
447:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
448:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
449:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
450:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
451:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
452:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
453:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
454:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
455:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
456:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
457:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
458:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
459:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
460:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
461:  bodyHeight（r）=10,fuzeflat=2,headflat=6,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
462:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
463:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=7----(计算line)
464:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=9----(计算line)
465:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=5----(计算line)
466:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=7----(计算line)
467:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=9----(计算line)
468:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=5----(计算line)
469:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=7----(计算line)
470:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=9----(计算line)
471:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=5----(计算line)
472:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=7----(计算line)
473:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=9----(计算line)
474:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=5----(计算line)
475:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=7----(计算line)
476:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=9----(计算line)
477:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=5----(计算line)
478:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=7----(计算line)
479:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=9----(计算line)
480:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
481:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
482:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
483:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
484:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
485:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
486:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
487:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
488:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
489:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
490:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
491:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
492:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
493:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
494:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
495:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
496:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
497:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
498:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=5----(计算line)
499:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=7----(计算line)
500:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=9----(计算line)
501:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=5----(计算line)
502:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=7----(计算line)
503:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=9----(计算line)
504:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=5----(计算line)
505:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=7----(计算line)
506:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=9----(计算line)
507:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=5----(计算line)
508:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=7----(计算line)
509:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=9----(计算line)
510:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
511:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
512:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
513:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
514:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
515:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
516:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
517:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
518:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
519:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
520:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
521:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
522:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
523:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
524:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
525:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
526:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
527:  bodyHeight（r）=10,fuzeflat=2,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
528:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
529:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=7----(计算line)
530:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=9----(计算line)
531:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=5----(计算line)
532:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=7----(计算line)
533:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=9----(计算line)
534:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=5----(计算line)
535:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=7----(计算line)
536:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=9----(计算line)
537:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=5----(计算line)
538:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=7----(计算line)
539:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=9----(计算line)
540:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=5----(计算line)
541:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=7----(计算line)
542:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=9----(计算line)
543:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=5----(计算line)
544:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=7----(计算line)
545:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=9----(计算line)
546:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
547:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
548:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
549:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
550:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
551:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
552:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
553:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
554:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
555:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
556:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
557:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
558:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
559:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
560:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
561:  bodyHeight（r）=10,fuzeflat=4,headflat=4,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
